"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: dataset","Param: stringManipulation"
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,893846","0,009629","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"3145728,000000","0,000000","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,315667","0,064683","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"524288,000000","106759,472562","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"70,000000",NaN,"counts",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"6648,000000",NaN,"ms",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,968729","0,005329","ops/s",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"61,185889","0,308693","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"71079199,600000","4336,532005","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"935,654954","4,776532","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1086943395,840000","241580,905493","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,895518","0,009581","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"2202009,600000","0,000000","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"1,272834","0,082830","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"1478492,160000","89988,800023","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"90,000000",NaN,"counts",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"10221,000000",NaN,"ms",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,172623","0,000531","ops/s",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"45,191652","0,117941","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"301387367,200000","20093,064051","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"733,080879","1,855016","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4888985600,000000","1056864,858063","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"2,043979","0,005358","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"13631488,000000","0,000000","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,715376","0,067009","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"4771020,800000","449944,000113","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"80,000000",NaN,"counts",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"7072,000000",NaN,"ms",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,250899","0,002787","ops/s",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"62,454148","0,677074","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"286147741,600000","12828,942680","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"971,246615","10,696578","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4449981781,333333","1004176,115679","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,983458","0,021496","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"9087658,666667","0,000000","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,364878","0,064919","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"10835285,333333","278508,344206","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"110,000000",NaN,"counts",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"11052,000000",NaN,"ms",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,018173","0,000141","ops/s",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"41,865051","0,356285","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"2550812964,000000","23313,083080","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"762,698385","6,364613","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"46470791168,000000","16975763,272322","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,619549","0,005277","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"37748736,000000","0,000000","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,406748","0,031508","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"146643353,600000","1832449,455081","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"390,000000",NaN,"counts",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"39855,000000",NaN,"ms",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,025318","0,000088","ops/s",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"57,220096","0,216047","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"2550726866,400000","22308,919003","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"934,899094","3,398132","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"41675443404,800000","23499503,600427","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,846812","0,003202","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"37748736,000000","0,000000","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"3,294327","0,036403","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"146853068,800000","1604991,176201","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"350,000000",NaN,"counts",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"36772,000000",NaN,"ms",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,715006","0,002726","ops/s",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"42,242289","0,153064","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"66074427,100000","11438,455350","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"920,299411","3,356015","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1439511347,200000","387417,019797","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,759719","0,006309","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"2752512,000000","0,000000","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,084129","0,065830","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"131642,700000","103397,802486","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"90,000000",NaN,"counts",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"1029,000000",NaN,"ms",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"1,163953","0,005427","ops/s",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"65,529770","0,269488","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"63332522,666667","28289,587246","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"1323,627678","5,733766","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1279245243,733333","162396,875738","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,898672","0,008280","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"1835008,000000","0,000000","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,124469","0,062146","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"120265,066667","59834,649012","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"120,000000",NaN,"counts",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"1484,000000",NaN,"ms",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,178627","0,000525","ops/s",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"44,002544","0,126856","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"284772756,000000","66218,353222","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"881,750556","2,474851","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"5706455449,600000","1108449,214457","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"2,106311","0,005723","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"13631488,000000","0,000000","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,076961","0,045193","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"498073,600000","292433,761416","B/op",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"90,000000",NaN,"counts",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"2502,000000",NaN,"ms",test_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,261673","0,001183","ops/s",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"60,571683","0,249151","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"266701838,133333","117743,751772","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"1151,222260","4,720162","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"5068921241,600000","1028597,339043","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"2,063934","0,008644","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"9087658,666667","0,000000","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,087342","0,055285","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"384477,866667","242797,945465","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"120,000000",NaN,"counts",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"3442,000000",NaN,"ms",test_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,019086","0,000041","ops/s",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"43,059205","0,092639","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"2514023880,000000","416058,462072","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"878,157516","9,554366","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"51271381811,200000","523880884,939069","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,100072","0,160190","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"5844121,600000","9355564,814128","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,380788","0,179215","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"22230991,200000","10455415,660101","B/op",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"459,000000",NaN,"counts",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"6846,000000",NaN,"ms",train_id,foreach_java
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,030097","0,000193","ops/s",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"65,133184","0,281278","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"2488269174,400000","951813,090292","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"1207,672296","15,906917","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"46136295424,000000","542801202,280004","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"0,158529","0,477200","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"6073497,600000","18311828,727427","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,874288","0,880411","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"33434936,800000","33862152,783032","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"409,000000",NaN,"counts",train_id,foreach_apache
"jv.microbenchmark.runners.runner.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"6665,000000",NaN,"ms",train_id,foreach_apache
